x,,,,,,,,,,,,,,,,,,,,,,,,,,
48.844,52.694,55.692,57.915,58.308,56.272,55.298,53.821,48.693,3.0879,3.0567,3.0792,3.0969,3.0694,3.0874,3.0029,3.0858,0.00058105,0.0020892,0.0016818,0.00030562,0.0013281,0.0014742,0.001102,0.00057006,0.0010954,0.00134
50.073,56.231,57.612,57.288,56.178,57.517,55.636,52.373,48.594,2.9615,3.1203,3.0706,3.0808,3.0977,3.0523,3.1225,2.9813,0.0016482,0.0010196,0.0010587,0.0017591,0.0016493,0.00083001,0.00083578,0.00086296,0.0012376,0.0010152
48.306,55.674,56.893,57.997,57.456,56.497,55.944,53.761,50.066,3.0717,3.0684,3.0472,3.1039,3.111,3.0371,3.0424,3.0454,0.0016257,0.0013117,0.00074689,0.0010007,0.00011776,0.00052024,0.00087048,0.002117,0.0022588,0.0020826
47.278,53.703,57.082,56.739,56.966,57.093,58.009,54.262,52.008,3.113,3.0448,3.0691,3.0966,3.064,3.1003,2.9982,3.0327,0.0014043,0.001948,0.0017852,0.00068898,0.00045855,0.0017472,0.0017872,0.0015503,0.00075833,0.0026137
47.254,55.166,56.357,56.218,57.91,56.507,57.155,55.434,48.984,3.0817,3.058,3.0654,3.1038,3.0931,3.0951,3.0728,3.0161,0.0019991,0.0013263,0.00050298,0.0010798,0.0012502,0.0016386,0.0014758,0.00065509,0.00065589,0.0013389
49.84,56.358,55.796,56.114,57.142,55.925,56.677,55.813,48.51,3.0636,2.9875,3.1185,3.0941,3.0262,3.1079,3.0682,2.9602,0.0024559,0.0017693,0.00066207,0.00094918,0.00052881,0.0014684,0.0022155,0.0011781,0.0013347,0.0015971
47.813,54.473,54.949,56.909,58.17,55.352,55.573,53.914,48.923,3.0362,3.0231,3.114,3.058,3.1312,3.1145,3.1015,3.0973,0.00063108,0.00072976,0.0016048,0.0010905,0.0010892,0.00051551,0.0011343,0.0010881,0.001165,0.0014572
48.066,53.256,57.499,57.189,58.006,57.319,56.273,53.865,47.175,2.9344,3.0293,3.0667,3.0949,3.1271,3.118,3.0621,2.9776,0.0019383,0.0009333,0.0015624,0.00091617,0.0012201,0.0011528,0.00094721,0.0014458,0.0020503,0.00037743
50.075,54.484,55.796,56.207,56.982,55.665,56.427,55.673,45.946,3.1225,3.0486,3.0436,3.1019,3.0698,3.061,2.9963,3.0127,0.0024981,0.0014006,0.00098171,0.00017716,0.00014209,0.00020618,0.0018957,0.00081189,0.00089753,0.0023625
50.297,55.15,55.13,58.196,57.275,57.688,56.335,53.341,48.426,3.0924,3.0362,3.1098,3.1129,3.0967,3.1351,3.1131,2.9933,0.0025259,0.0018106,0.001464,0.00074521,0.0006936,0.0017431,0.0011267,0.0006838,0.00042236,0.0009316
48.74,57.542,57.946,57.51,56.47,57.277,57.547,56.036,48.44,3.038,3.0204,3.0979,3.0987,3.0347,3.0371,3.0369,2.8905,0.001361,0.001672,0.0011945,0.0011422,0.0012286,0.0012641,0.001258,0.0012999,0.0020445,0.00088691
50.94,54.021,53.701,55.605,57.221,57.07,55.649,56.497,51.694,3.0775,3.1203,3.1364,3.1122,3.0906,3.0374,3.0507,3.0958,0.0013171,0.0012175,0.0007026,0.000753,0.00071436,0.0010882,0.00097482,0.001119,0.0012397,0.00097788
50.227,52.276,55.817,56.688,56.532,55.853,52.286,55.186,50.483,3.085,3.0893,3.0865,3.0535,3.0929,3.1184,3.1077,3.0377,0.0014146,0.0016672,0.00055517,0.00037157,0.0015548,0.00182,0.0012092,0.0016862,0.001204,0.0013483
50.674,53.974,54.382,57.186,58.015,55.455,55.787,53.841,46.756,3.031,3.1293,3.1058,3.0955,3.066,3.1124,3.0982,3.0942,0.0010791,0.00040521,0.0009234,0.00047963,0.00054818,0.0012478,0.0020322,0.0016634,0.00092557,0.0010495
48.384,52.715,54.613,57.523,57.819,58.018,55.528,54.397,49.208,3.0588,3.1208,3.0283,2.9939,3.0845,3.0472,3.1106,2.9576,0.0014712,0.001569,0.0011421,0.0015507,0.0016024,7.00E-05,0.0013445,0.0010361,0.00070434,0.0016769
48.347,52.347,54.862,56.656,56.035,57.573,56.72,53.069,46.196,3.0136,2.9847,3.0127,3.104,3.0892,3.032,2.9445,3.0842,0.0009792,0.00095564,0.0016405,0.001534,0.00095139,0.0016651,0.00040525,0.0010014,0.001455,0.0023895
50.632,54.394,57.244,57.504,57.258,56.266,55.638,54.36,47.395,3.1179,3.0758,3.0467,3.0369,3.0551,3.1172,3.094,3.0279,0.0016371,0.000994,0.001226,0.0018663,0.00099929,0.00044787,0.0011425,0.00078394,0.0009896,0.00040702
52.363,54.892,56.99,57.14,56.591,56.499,54.765,53.767,51.171,2.993,3.1162,3.0748,3.1047,3.0974,3.0561,3.1059,3.0452,0.0018754,0.0014042,0.0011755,0.001112,0.0012608,0.00085175,0.0020676,0.0015375,0.0010578,0.00077357
45.316,55.393,56.514,57.185,57.657,57.528,55.531,54.047,50.408,2.8822,3.0855,3.047,3.0453,3.0914,3.0333,3.0084,3.1244,0.0011933,0.0017346,0.00088366,0.00081139,0.0011896,0.0019282,0.0008226,0.00053333,0.00088192,0.0014249
48.724,54.622,55.265,57.389,57.613,56.267,55.446,53.223,51.752,3.0787,3.1306,3.1018,3.0388,3.0467,3.1019,3.1218,3.0408,0.0011349,0.00080916,0.0013169,0.0015456,0.00021803,0.00063213,0.0012514,0.00084918,0.0013641,0.0015696
50.697,54.878,57.532,55.473,56.484,56.571,55.611,53.01,47.588,2.9467,3.0743,3.0077,2.9776,2.9946,3.0431,3.1196,2.9554,0.00054095,0.0010098,0.0010877,0.0011778,0.0010531,0.0012585,0.0023715,0.00080891,0.0010551,0.0015563
47.446,53.655,55.682,58.211,56.442,56.334,55.319,55.119,49.928,3.091,3.0608,2.9971,3.0888,2.9665,3.0398,3.0603,3.0537,0.001047,0.0013992,0.00064485,0.0010933,0.0011952,0.0014311,0.00072883,0.0010385,0.0010866,0.0014995
49.302,55.134,56.821,56.835,58.416,57.691,56.017,54.127,49.967,3.0471,3.05,3.0725,3.0651,3.042,3.1043,2.9743,3.0166,0.0028225,0.0007785,0.0016952,0.001492,0.0019265,0.0018988,0.00074095,0.00049935,0.00093406,0.0013156
